objectid,year,state,agency,fire_name,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,decades,shape__area,shape__length
221,2025,CA,CCO,SPRINGS,2025-10-08,2025-10-10,14,1,1.0,29.3266,2020-2025,178766.7305,3718.672797
222,2025,CA,LRA,KRN-25-25974,2025-06-01,2025-06-01,14,1,1.0,28.55898,2020-2025,175120.0703,2133.38387
223,2025,CA,CDF,STEELE 2,2025-07-09,2025-07-09,14,4,1.0,28.41091,2020-2025,162934.4102,2788.90315
224,2025,CA,CDF,CORN,2025-05-18,2025-05-19,9,3,1.0,27.93816,2020-2025,176052.4063,2233.073646
225,2025,CA,CDF,TORO,2025-05-14,2025-05-15,2,3,1.0,27.76788,2020-2025,163016.5313,1948.626913
226,2025,CA,CCO,LOKERN ,2025-06-21,2025-06-21,14,1,1.0,27.76694,2020-2025,169523.0078,1973.608959
227,2025,CA,CDF,RANCHO,2025-07-05,2025-07-05,2,7,1.0,27.51352,2020-2025,168500.418,2106.25723
228,2025,CA,USF,PASS,2025-09-17,2025-09-20,10,6,1.0,27.19731,2020-2025,169368.457,3554.020456
229,2025,CA,CDF,PANOCHE,2025-05-18,2025-05-18,11,4,1.0,27.18991,2020-2025,126813.7422,1898.531034
230,2025,CA,CDF,ARDEN,2025-08-09,2025-08-10,7,3,1.0,26.04275,2020-2025,175248.0117,2928.67848
231,2025,CA,CDF,CLARK,2025-06-20,2025-06-21,2,1,1.0,25.7984,2020-2025,176178.1953,2539.955501
232,2025,CA,CDF,QUARRY,2025-07-01,2025-07-01,7,3,1.0,25.76958,2020-2025,169550.4727,2035.864307
233,2025,CA,CDF,COULTER,2025-07-19,2025-07-19,2,3,1.0,25.7527,2020-2025,170638.0469,1772.75433
234,2025,CA,CCO,COTTONWOOD,2025-09-05,2025-09-05,14,7,1.0,25.53726,2020-2025,151822.1875,1822.302674
235,2025,CA,CDF,POND,2025-08-06,2025-08-12,14,1,1.0,25.1699,2020-2025,172444.1445,3273.567853
236,2025,CA,LRA,DAN,2025-05-22,2025-05-22,2,4,1.0,24.44448,2020-2025,156349.1094,6098.387723
237,2025,CA,CDF,PERCH,2025-06-30,2025-06-30,1,2,1.0,24.43616,2020-2025,178732.3516,2434.334558
238,2025,CA,CDF,RICA,2025-06-13,2025-06-13,2,1,1.0,24.32036,2020-2025,164480.5625,2022.371292
239,2025,CA,CDF,SANDIA 2,2025-10-07,2025-10-07,14,3,1.0,23.9757,2020-2025,139731.5742,2694.332039
240,2025,CA,CDF,PARKVILLE,2025-08-27,2025-08-27,1,1,1.0,23.89887,2020-2025,167101.5234,2085.5534
241,2025,CA,NPS,KETTLE,2025-08-31,2025-09-08,1,1,1.0,23.83323,2020-2025,151262.4336,2568.718819
242,2025,CA,CDF,SCHOOL,2025-10-07,2025-10-07,2,1,1.0,23.33731,2020-2025,149596.4688,2796.45273
243,2025,CA,CDF,FISH,2025-07-07,2025-07-07,14,4,1.0,23.25034,2020-2025,147094.9375,1618.06846
244,2025,CA,CCO,MARIPOSA,2025-06-17,2025-06-18,14,1,1.0,23.18431,2020-2025,138381.0273,2755.655417
245,2025,CA,LRA,LANGLEY,2025-05-25,2025-05-25,10,1,1.0,22.86259,2020-2025,139470.4961,1503.747288
246,2025,CA,LRA,MORNING,2025-05-09,2025-05-09,14,1,1.0,22.77419,2020-2025,139006.5469,1576.978016
247,2025,CA,CDF,UPHILL,2025-09-22,2025-09-22,2,3,1.0,22.22845,2020-2025,148410.9297,2310.075203
248,2025,CA,CCO,HART,2025-07-04,2025-07-04,14,1,1.0,21.59082,2020-2025,132913.0234,1546.167481
249,2025,CA,USF,FOBES,2025-07-15,2025-07-15,8,1,1.0,21.49974,2020-2025,125856.6875,2126.80119
250,2025,CA,CCO,CANAL,2025-10-23,2025-10-23,14,1,1.0,21.39122,2020-2025,129958.1445,2476.263604
251,2025,CA,CDF,MISSION 2,2025-06-16,2025-06-16,14,3,1.0,21.38923,2020-2025,124247.6406,1380.236378
252,2025,CA,CDF,COYOTE,2025-05-31,2025-06-01,15,1,1.0,21.24901,2020-2025,148473.0156,1894.214009
253,2025,CA,CDF,IGNACIO,2025-07-05,2025-07-05,11,3,1.0,21.24298,2020-2025,124068.918,2829.891595
254,2025,CA,CDF,GRANITE,2025-09-02,2025-09-02,1,1,1.0,20.90041,2020-2025,143859.6836,2370.956797
255,2025,CA,LRA,CACTUS,2025-07-05,2025-07-05,2,3,1.0,20.83071,2020-2025,122636.3867,1737.462543
256,2025,CA,CDF,ACAMPO,2025-05-15,2025-05-15,2,1,1.0,20.81965,2020-2025,136525.0117,1737.08259
257,2025,CA,CDF,4-1 WASHINGTON,2025-07-24,2025-08-05,1,1,1.0,20.47464,2020-2025,147650.4688,1419.203505
258,2025,CA,BLM,W-2 FITZHUGH,2025-07-25,2025-07-29,1,1,1.0,20.42416,2020-2025,146871.0313,3032.638443
259,2025,CA,CDF,PILITAS,2025-06-20,2025-06-20,2,7,1.0,20.20947,2020-2025,123213.668,2190.439911
260,2025,CA,CDF,RUTH,2025-06-20,2025-06-20,2,4,1.0,20.08119,2020-2025,126741.5625,1761.694253
261,2025,CA,CDF,GRANGE,2025-05-18,2025-05-18,9,1,1.0,19.91957,2020-2025,128878.9922,1586.431281
262,2025,CA,CDF,MARYSVILLE,2025-06-29,2025-06-29,14,3,1.0,19.86819,2020-2025,134766.7383,4339.322323
263,2025,CA,CCO,PASO,2025-06-13,2025-06-14,14,1,1.0,19.70666,2020-2025,119203.1758,2385.371385
264,2025,CA,CDF,COTTONWOOD,2025-06-02,2025-06-03,7,1,1.0,19.58972,2020-2025,143293.5781,2158.661491
265,2025,CA,LRA,UNION,2025-10-06,2025-10-07,2,1,1.0,19.31531,2020-2025,117286.2695,1956.897742
266,2025,CA,CDF,POSTA,2025-07-24,2025-07-24,14,1,1.0,19.0752,2020-2025,109264.4414,2035.695423
267,2025,CA,CDF,MADERA,2025-07-10,2025-07-10,2,3,1.0,19.07495,2020-2025,111303.582,2592.272141
268,2025,CA,CDF,RIFLE,2025-05-24,2025-05-24,11,4,1.0,19.03836,2020-2025,120648.1133,1638.217178
269,2025,CA,CDF,HEAVEN,2025-06-15,2025-06-19,2,5,1.0,19.02455,2020-2025,138766.4727,3265.971029
270,2025,CA,LRA,QUINN,2025-07-02,2025-07-02,14,1,1.0,18.98449,2020-2025,116836.9297,1462.259619
271,2025,CA,USF,RADAR,2025-08-02,2025-08-03,1,8,1.0,18.91577,2020-2025,137514.9883,1508.576899
272,2025,CA,CDF,MONTANA,2025-06-24,2025-06-25,4,1,1.0,18.77196,2020-2025,136089.0156,2247.195658
273,2025,CA,NPS,KIBBIE,2025-08-26,2025-09-12,1,7,1.0,18.68576,2020-2025,122072.3164,2551.612897
274,2025,CA,LRA,FLEMING,2025-06-25,2025-06-26,7,3,1.0,18.61419,2020-2025,109939.543,2754.993418
275,2025,CA,LRA,VAN CLIEF RD STEVENSON,2025-07-06,2025-07-06,14,4,1.0,18.27019,2020-2025,117003.8945,2318.413787
276,2025,CA,CDF,RUSH,2025-06-20,2025-06-23,14,1,1.0,18.25358,2020-2025,128694.793,2291.608742
277,2025,CA,LRA,RECHE,2025-07-10,2025-07-10,2,3,1.0,18.2381,2020-2025,107553.7891,2301.255554
278,2025,CA,CDF,ANTONIO,2025-06-09,2025-06-09,10,1,1.0,18.231,2020-2025,116909.5,1410.06889
279,2025,CA,CCO,DEER,2025-06-20,2025-06-20,14,1,1.0,18.10975,2020-2025,110072.7383,1945.074908
280,2025,CA,CDF,CLEMENT,2025-06-13,2025-06-13,5,1,1.0,18.05686,2020-2025,126443.9961,2136.631335
281,2025,CA,CDF,GYLE,2025-10-27,2025-10-27,5,1,1.0,18.05467,2020-2025,124641.9961,2147.608952
282,2025,CA,LRA,MOORE,2025-07-10,2025-07-10,14,1,1.0,17.88558,2020-2025,119586.3906,2070.81849
283,2025,CA,LRA,HOSKING 3,2025-07-21,2025-07-22,7,1,1.0,17.70028,2020-2025,107736.3516,2834.469409
284,2025,CA,BLM,BOYD,2025-04-17,2025-04-21,14,6,1.0,17.30158,2020-2025,99588.87109,3629.710925
285,2025,CA,USF,GARDEN,2025-08-26,2025-08-31,1,3,1.0,17.24211,2020-2025,114657.457,1642.941636
286,2025,CA,CDF,VALLEY,2025-09-01,2025-09-01,2,3,1.0,17.20355,2020-2025,114554.0898,2350.258148
287,2025,CA,CDF,OAK,2025-06-15,2025-06-17,14,4,1.0,17.03071,2020-2025,108330.6055,1695.046524
288,2025,CA,CDF,BORDER,2025-01-01,2025-01-02,7,3,1.0,16.9115,2020-2025,96696.89063,2081.885651
289,2025,CA,CDF,SABE,2025-06-05,2025-06-06,2,5,1.0,16.89966,2020-2025,106919.5703,1421.911301
290,2025,CA,CDF,ELM,2025-06-16,2025-06-16,11,1,1.0,16.846,2020-2025,105119.8203,1374.197125
291,2025,CA,CDF,CROSS,2025-02-09,2025-02-09,2,1,1.0,16.71458,2020-2025,103439.3945,1526.828996
292,2025,CA,CDF,BAKER,2025-07-16,2025-07-16,9,1,1.0,16.5998,2020-2025,115640.9492,2066.285231
293,2025,CA,CDF,HANSEN,2025-05-13,2025-05-13,11,4,1.0,16.33476,2020-2025,120954.5313,1670.896996
294,2025,CA,NPS,CRATER,2025-08-27,2025-08-27,1,8,1.0,16.1303,2020-2025,117371.5703,2545.07143
295,2025,CA,CDF,ALTA,2025-07-20,2025-07-20,2,5,1.0,16.11074,2020-2025,109404.4023,1719.158898
296,2025,CA,CDF,QUAIL,2025-06-04,2025-06-04,2,1,1.0,16.0962,2020-2025,112907.6836,1604.291326
297,2025,CA,CDF,LITTLE,2025-07-17,2025-07-17,2,1,1.0,15.89377,2020-2025,113433.5078,1592.705149
298,2025,CA,CCO,BIRD,2025-10-04,2025-10-04,14,1,1.0,15.8049,2020-2025,97076.94141,1995.592188
299,2025,CA,CDF,BAND,2025-06-18,2025-06-18,14,1,1.0,15.50475,2020-2025,100250.8203,1884.599451
300,2025,CA,USF,PEREZ,2025-08-12,2025-08-13,10,6,1.0,15.31279,2020-2025,111295.9727,1790.511176
301,2025,CA,LRA,GUN CUB ,2025-06-23,2025-06-24,14,1,1.0,15.31198,2020-2025,94157.89453,2527.635553
302,2025,CA,LRA,CEMETARY,2025-07-05,2025-07-05,14,1,1.0,15.24142,2020-2025,92996.37891,1167.445046
303,2025,CA,USF,RESERVOIR,2025-07-01,2025-07-02,1,4,1.0,15.21916,2020-2025,110627.9922,2299.118783
304,2025,CA,CDF,CORNING,2025-07-07,2025-07-07,2,1,1.0,15.20529,2020-2025,104764.2109,2220.360098
305,2025,CA,FWS,309,2025-08-19,2025-08-20,14,4,1.0,15.04406,2020-2025,93016.82031,1389.415693
306,2025,CA,CDF,GIBBEL,2025-01-23,2025-01-24,14,3,1.0,15.00072,2020-2025,87953.76953,1377.820002
307,2025,CA,USF,LA PORTE,2025-04-24,2025-04-25,5,7,1.0,14.96098,2020-2025,101870.375,1964.854278
308,2025,CA,CDF,PARK,2025-09-02,2025-09-03,1,1,1.0,14.95,2020-2025,154307.4609,1664.862474
309,2025,CA,CDF,SLIGER,2025-07-25,2025-07-25,1,3,1.0,14.87471,2020-2025,99683.48828,1511.022065
310,2025,CA,USF,BEAVER,2025-12-04,2025-12-05,4,6,1.0,14.75826,2020-2025,97617.44141,2190.020368
311,2025,CA,FWS,84,2025-05-10,2025-05-10,2,4,1.0,14.40466,2020-2025,89092.70703,2024.940826
312,2025,CA,CDF,CRESTON,2025-05-22,2025-05-22,14,1,1.0,14.21327,2020-2025,87117.71094,1587.107953
313,2025,CA,CDF,CREEK,2025-05-16,2025-05-16,2,1,1.0,14.11715,2020-2025,98724.48438,1874.32167
314,2025,CA,BLM,WILDROSE,2025-04-08,2025-04-08,14,7,1.0,14.09043,2020-2025,84562.73438,2258.466212
315,2025,CA,LRA,HILLCREST,2025-04-07,2025-04-08,14,1,1.0,13.96742,2020-2025,85213.46875,1332.85619
316,2025,CA,CDF,SPRINGS,2025-06-27,2025-06-27,10,1,1.0,13.95434,2020-2025,100969.8438,1430.191024
317,2025,CA,BLM,AQUADUCT,2025-09-07,2025-09-09,1,7,1.0,13.78122,2020-2025,83852.00391,1759.251978
318,2025,CA,LRA,ALOMA ,2025-04-22,2025-04-22,14,1,1.0,13.77262,2020-2025,84515.17188,2134.38341
319,2025,CA,CDF,FARM,2025-08-06,2025-08-07,2,1,1.0,13.72191,2020-2025,95878.30078,1342.456077
320,2025,CA,CDF,COACH,2025-08-30,2025-08-31,2,7,1.0,13.57751,2020-2025,85874.59375,1604.495587
321,2025,CA,BLM,FANDANGO,2025-07-14,2025-07-14,14,7,1.0,13.49481,2020-2025,98309.41797,1830.076394
322,2025,CA,LRA,LOBINGER,2025-06-11,2025-06-11,2,1,1.0,13.22655,2020-2025,91182.97266,1803.438941
323,2025,CA,LRA,KRN-25-24931,2025-05-25,2025-05-26,14,1,1.0,13.12227,2020-2025,80818.15234,1303.776603
324,2025,CA,CDF,BUELL,2025-09-10,2025-09-10,1,1,1.0,13.06349,2020-2025,91419.90234,1787.531929
325,2025,CA,USF,RUSH,2025-08-02,2025-08-03,14,8,1.0,12.92799,2020-2025,83908.90234,1415.251696
326,2025,CA,CCO,ELK,2025-09-17,2025-09-17,14,1,1.0,12.66308,2020-2025,77115.50781,1251.245644
327,2025,CA,USF,H-10,2025-08-26,2025-08-26,1,8,1.0,12.6223,2020-2025,89051.44922,1569.582573
328,2025,CA,CDF,SARGENT,2025-05-20,2025-05-20,1,1,1.0,12.56901,2020-2025,77794.10938,1366.390753
329,2025,CA,CDF,GRANDE,2025-05-09,2025-05-09,14,1,1.0,12.46485,2020-2025,80193.26953,1721.028126
330,2025,CA,CDF,LAKE,2025-04-13,2025-04-13,7,1,1.0,12.4645,2020-2025,91071.86719,1717.783514
331,2025,CA,CDF,FINK,2025-06-05,2025-06-05,11,1,1.0,12.33877,2020-2025,79251.50781,1094.11621
332,2025,CA,CCO,BEAR,2025-06-02,2025-06-02,14,1,1.0,12.27456,2020-2025,74780.81641,1523.87873
333,2025,CA,CDF,NICHOLS,2025-10-07,2025-10-07,14,2,1.0,12.24453,2020-2025,82411.84375,1836.676976
334,2025,CA,USF,TEMPLIN,2025-01-01,2025-01-03,7,1,1.0,12.2261,2020-2025,73204.40625,1414.735375
335,2025,CA,CDF,STARDUST,2025-07-12,2025-07-12,2,3,1.0,12.19767,2020-2025,81579.34766,1362.454512
336,2025,CA,CDF,GUN,2025-08-10,2025-08-10,9,3,1.0,12.06726,2020-2025,76719.41406,1686.750689
337,2025,CA,USF,MURPHY,2025-08-26,2025-08-31,1,8,1.0,11.90152,2020-2025,85184.48438,1074.390704
338,2025,CA,USF,MARIPOSA,2025-08-09,2025-08-09,10,6,1.0,11.87765,2020-2025,70655.29688,1606.571791
339,2025,CA,CCO,LOOP,2025-08-23,2025-08-23,14,1,1.0,11.73412,2020-2025,71461.57422,1371.824013
340,2025,CA,CDF,GREILICH,2025-06-10,2025-06-10,2,1,1.0,11.682,2020-2025,77211.49609,1495.957852
341,2025,CA,CDF,BEAR,2025-08-24,2025-08-27,1,5,1.0,11.63204,2020-2025,84310.97266,2109.249628
342,2025,CA,CCO,HAROLD,2025-10-12,2025-10-15,14,2,1.0,11.45487,2020-2025,67214.50391,1305.748982
343,2025,CA,BLM,33,2025-04-14,2025-04-15,11,7,1.0,11.44568,2020-2025,69392.48438,1181.599891
344,2025,CA,CDF,UTAH,2025-08-11,2025-08-12,9,2,1.0,11.39059,2020-2025,73510.32031,1603.514834
345,2025,CA,CDF,BRADFORD BRANCH,2025-07-16,2025-07-16,10,1,1.0,11.35215,2020-2025,66250.49219,1759.217717
346,2025,CA,BLM,HOVEY ,2025-06-11,2025-06-11,14,7,1.0,11.16992,2020-2025,67684.54297,1047.805133
347,2025,CA,USF,WINDY,2025-06-09,2025-06-11,9,6,1.0,11.13911,2020-2025,71454.94141,1143.259871
349,2025,CA,LRA,LOCUST,2025-06-29,2025-06-29,14,1,1.0,11.12911,2020-2025,68287.93359,1001.293142
350,2025,CA,LRA,HERMOSA ,2025-06-08,2025-06-08,10,1,1.0,10.96412,2020-2025,66768.95703,1388.710009
351,2025,CA,CDF,6-3,2025-08-26,2025-08-26,1,5,1.0,10.90325,2020-2025,74262.08594,1423.482885
352,2025,CA,USF,CYRUS,2025-07-07,2025-07-07,14,7,1.0,10.84886,2020-2025,66721.26172,1127.239658
353,2025,CA,CDF,LOOK,2025-08-24,2025-08-26,1,3,1.0,10.80006,2020-2025,67826.69922,1839.181545
354,2025,CA,CDF,GUN,2025-05-25,2025-05-25,9,1,1.0,10.78514,2020-2025,67907.13281,1516.479924
355,2025,CA,CDF,IVERSON,2025-06-19,2025-06-19,9,1,1.0,10.73471,2020-2025,67444.86328,1314.291669
356,2025,CA,CDF,PLUTO,2025-05-24,2025-05-24,2,2,1.0,10.65996,2020-2025,77133.75781,1472.979613
357,2025,CA,USF,CLEAR,2025-07-30,2025-07-31,1,8,1.0,10.63687,2020-2025,77616.48047,1705.161795
358,2025,CA,USF,LETTER,2025-06-09,2025-06-10,1,7,1.0,10.63072,2020-2025,73147.08203,1386.160184
359,2025,CA,CDF,ISLAND,2025-07-12,2025-07-12,4,3,1.0,10.60109,2020-2025,67141.10156,1396.492334
360,2025,CA,CDF,GUNSMOKE,2025-05-18,2025-05-18,2,1,1.0,10.56276,2020-2025,73303.42188,1821.036864
361,2025,CA,CCO,BEALE,2025-07-12,2025-07-13,14,1,1.0,10.52162,2020-2025,64014.46484,1781.399547
362,2025,CA,CDF,GRUBS,2025-05-30,2025-05-30,5,4,1.0,10.40143,2020-2025,70865.91797,1332.500823
363,2025,CA,BLM,HIGHLINE,2025-11-09,2025-11-12,14,6,1.0,10.3387,2020-2025,59515.69141,1810.512911
364,2025,CA,CDF,FUEL,2025-09-01,2025-09-02,10,4,1.0,10.3191,2020-2025,65672.69922,1314.64173
365,2025,CA,CDF,SOUTHSIDE,2025-05-24,2025-05-24,14,1,1.0,10.30094,2020-2025,65099.08984,1376.395441
366,2025,CA,LRA,ORANGE,2025-09-02,2025-09-02,2,1,1.0,10.2738,2020-2025,70852.23047,1329.616215
367,2025,CA,CDF,MATTHEW,2025-05-06,2025-05-06,11,1,1.0,10.27065,2020-2025,69042.60547,1235.059335
368,2025,CA,CDF,RAVEN,2025-06-20,2025-06-20,5,1,1.0,10.20997,2020-2025,74589.42578,1401.346063
369,2025,CA,CDF,VISTA,2025-06-15,2025-06-17,14,3,1.0,10.12553,2020-2025,59517.76563,1129.462239
370,2025,CA,CCO,FRANDY ,2025-06-25,2025-06-25,14,1,1.0,9.48122,2020-2025,58381.77734,1143.052218
371,2025,CA,LRA,HOSKING ,2025-04-14,2025-04-15,14,1,1.0,9.46642,2020-2025,57620.89844,1102.058713
372,2025,CA,CCO,HILLS,2025-04-13,2025-04-14,14,1,1.0,9.40661,2020-2025,57723.47656,1100.468741
373,2025,CA,LRA,SAGE,2025-07-05,2025-07-05,14,3,1.0,9.097208,2020-2025,53615.83594,1247.778536
374,2025,CA,LRA,PARK,2025-05-18,2025-05-18,14,1,1.0,9.069969,2020-2025,55343.95313,1014.113391
375,2025,CA,USF,PENNY,2025-02-26,2025-02-26,14,6,1.0,8.994162,2020-2025,51796.42188,1384.058985
376,2025,CA,BLM,NOPAH,2025-02-12,2025-02-12,14,7,1.0,8.961789,2020-2025,55366.69141,1328.837707
377,2025,CA,USF,CREST,2025-07-21,2025-07-30,1,4,1.0,8.493313,2020-2025,54612.46094,985.1564516
378,2025,CA,CCO,MOUNTAIN,2025-07-18,2025-07-18,14,1,1.0,8.436714,2020-2025,51333.43359,2016.368433
379,2025,CA,CDF,GREEN,2025-07-05,2025-07-05,14,3,1.0,8.389605,2020-2025,49206.50391,1650.287328
380,2025,CA,CCO,WILLOW,2025-08-22,2025-08-23,14,1,1.0,8.38383,2020-2025,50725.30469,1448.341427
381,2025,CA,CDF,WILLOW,2025-09-16,2025-09-16,2,5,1.0,8.307479,2020-2025,60560.6875,1201.745526
382,2025,CA,CCO,ORCHARD ,2025-09-24,2025-09-24,10,1,1.0,8.015344,2020-2025,48856.72656,1303.30673
383,2025,CA,CDF,SAWYER,2025-08-18,2025-08-20,10,1,1.0,7.678487,2020-2025,51877.09375,1309.425144
384,2025,CA,LRA,MAXX,2025-06-30,2025-06-30,14,1,1.0,7.677474,2020-2025,46834.37891,958.4098925
385,2025,CA,LRA,MONICA,2025-07-13,2025-07-13,14,1,1.0,7.405249,2020-2025,45174.85156,1239.05369
386,2025,CA,CCO,GRADE,2025-09-13,2025-09-13,14,1,1.0,7.178474,2020-2025,43410.85938,1171.814071
387,2025,CA,LRA,STAGECOACH,2025-06-14,2025-06-15,14,1,1.0,7.157779,2020-2025,43202.19922,1085.042242
388,2025,CA,CDF,BALDY 2,2025-09-25,2025-09-25,7,1,1.0,7.043671,2020-2025,48514.57813,1426.970727
389,2025,CA,LRA,ESTRELLA,2025-10-12,2025-10-12,14,1,1.0,7.01524,2020-2025,43096.00781,1122.740299
390,2025,CA,CDF,UPLAND,2025-05-22,2025-05-22,5,1,1.0,7.006025,2020-2025,51082.33203,992.9005464
391,2025,CA,BLM,YUCCA,2025-05-25,2025-05-25,9,7,1.0,6.966782,2020-2025,41607.86328,1215.812859
392,2025,CA,DOD,OIL,2025-09-06,2025-09-06,14,1,1.0,6.735997,2020-2025,40884.70313,965.1468891
393,2025,CA,CDF,BUCKHORN,2025-03-04,2025-03-04,2,1,1.0,6.627492,2020-2025,40038.29297,1366.511928
394,2025,CA,CCO,PINE,2025-08-24,2025-08-24,14,1,1.0,6.428208,2020-2025,39387.70703,1313.767097
395,2025,CA,CCO,COMANCHE ,2025-05-27,2025-05-27,14,1,1.0,6.423163,2020-2025,39182.81641,1109.972528
396,2025,CA,LRA,KAM,2025-06-30,2025-06-30,14,1,1.0,6.418489,2020-2025,39076.20703,1392.233343
397,2025,CA,CCO,LERDO,2025-11-13,2025-11-13,14,1,1.0,6.401134,2020-2025,39186.21094,826.7232852
398,2025,CA,CDF,APPLE,2025-01-07,2025-01-07,14,8,1.0,6.372646,2020-2025,36842.94531,1089.403635
399,2025,CA,CDF,GRADE,2025-06-05,2025-06-05,10,7,1.0,6.33567,2020-2025,39778.69141,1470.118005
400,2025,CA,CDF,SHASTA,2025-06-10,2025-06-11,1,2,1.0,6.328118,2020-2025,45763.76563,1199.436052
401,2025,CA,BLM,R-13 PETES,2025-08-26,2025-08-27,1,7,1.0,6.27591,2020-2025,44113.69141,1443.707018
402,2025,CA,BLM,LONG VALLEY,2025-08-26,2025-08-27,1,1,1.0,6.237775,2020-2025,40416.0,1534.90139
403,2025,CA,CCO,ISABELLA,2025-06-07,2025-06-09,14,1,1.0,5.934118,2020-2025,36397.0625,1438.709818
404,2025,CA,CCO,GRAPEVINE,2025-05-12,2025-05-13,14,1,1.0,5.828817,2020-2025,34973.45703,1050.460776
405,2025,CA,CDF,HARRY,2025-06-30,2025-06-30,1,1,1.0,5.772521,2020-2025,41847.27734,1021.923013
406,2025,CA,CCO,LAKE,2025-08-20,2025-08-21,14,1,1.0,5.752456,2020-2025,35133.54297,1360.752551
407,2025,CA,BLM,SOLAR,2025-05-19,2025-05-20,14,4,1.0,5.712334,2020-2025,39871.46875,746.0537194
408,2025,CA,LRA,POWER,2025-06-12,2025-06-12,14,1,1.0,5.657748,2020-2025,34532.53906,836.5783143
409,2025,CA,CDF,WILLOW,2025-05-10,2025-05-10,5,1,1.0,5.643619,2020-2025,40362.20313,1070.727025
410,2025,CA,LRA,BIKE,2025-06-24,2025-06-25,14,1,1.0,5.643009,2020-2025,34447.55859,906.9099917
411,2025,CA,LRA,RIVER ,2025-09-27,2025-09-27,14,1,1.0,5.607408,2020-2025,34232.19141,923.0942574
412,2025,CA,BLM,R-1 DANNER,2025-06-09,2025-06-09,1,7,1.0,5.606033,2020-2025,39137.3125,799.3618681
413,2025,CA,LRA,WASCO POND,2025-05-05,2025-05-05,14,1,1.0,5.571162,2020-2025,34342.12891,915.0071229
414,2025,CA,CCO,DITCH,2025-05-17,2025-05-17,2,1,1.0,5.47024,2020-2025,33102.90625,855.6131804
415,2025,CA,CCO,OILFIELD ,2025-07-07,2025-07-07,14,1,1.0,5.455512,2020-2025,33388.66016,884.5568093
416,2025,CA,CCO,STORMY ,2025-06-23,2025-06-23,14,1,1.0,5.389888,2020-2025,33048.51563,1135.771751
417,2025,CA,CCO,PUMP ,2025-09-02,2025-09-02,14,1,1.0,5.34671,2020-2025,32339.94141,963.7386263
418,2025,CA,CDF,COCHES 2,2025-09-08,2025-09-08,14,3,1.0,5.299844,2020-2025,30712.63281,1363.570059
419,2025,CA,CCO,LERDO ,2025-04-18,2025-04-19,14,1,1.0,5.224772,2020-2025,31980.01953,976.0539074
420,2025,CA,CDF,SLOUGH,2025-08-25,2025-08-25,1,8,1.0,4.96555,2020-2025,35858.95703,899.5295196
421,2025,CA,LRA,MERCED,2025-06-13,2025-06-13,14,1,1.0,4.836013,2020-2025,29616.84375,1018.948056
422,2025,CA,CCO,CYMRIC,2025-05-13,2025-05-13,14,1,1.0,4.827553,2020-2025,29455.92969,831.4913791
423,2025,CA,BLM,AFTON,2025-04-26,2025-04-28,6,7,1.0,4.786592,2020-2025,28960.67578,740.6376457
424,2025,CA,CDF,BRIDGE,2025-05-13,2025-05-13,5,7,1.0,4.782364,2020-2025,28892.34375,1407.902734
425,2025,CA,CDF,RANCHITA,2025-07-18,2025-07-18,2,7,1.0,4.414623,2020-2025,27171.71484,1002.25925
426,2025,CA,CCO,CLUB,2025-08-23,2025-08-23,1,1,1.0,4.2,2020-2025,24841.89844,858.0682593
427,2025,CA,CDF,COW,2025-04-09,2025-04-09,5,1,1.0,3.983708,2020-2025,26808.05469,889.4090656
429,2025,CA,CDF,BALDY,2025-09-24,2025-09-25,7,1,1.0,3.859035,2020-2025,26580.01953,959.2244653
430,2025,CA,CDF,CUESTA,2025-07-22,2025-07-22,10,7,1.0,3.708038,2020-2025,22576.42578,813.735342
431,2025,CA,USF,BEAN,2025-09-03,2025-09-04,1,7,1.0,3.706272,2020-2025,25322.36328,791.40684
432,2025,CA,CDF,RIDGE,2025-05-06,2025-05-06,2,1,1.0,3.599587,2020-2025,24416.98828,985.3482589
433,2025,CA,BLM,COTTON,2025-05-25,2025-05-26,14,7,1.0,3.553523,2020-2025,21804.01563,585.7032532
434,2025,CA,CCO,CHESTER,2025-07-25,2025-07-25,11,1,1.0,3.531665,2020-2025,21594.97656,812.4705514
435,2025,CA,CCO,BELLA,2025-06-09,2025-06-10,14,1,1.0,3.531122,2020-2025,21688.89453,986.1565101
436,2025,CA,LRA,SALINAS,2025-06-12,2025-06-12,14,1,1.0,3.421595,2020-2025,20997.80469,730.0191955
438,2025,CA,CCO,ANGLER,2025-05-27,2025-05-27,14,1,1.0,3.393137,2020-2025,20809.84766,820.3532078
439,2025,CA,BLM,R-12 RAMHORN,2025-08-25,2025-08-26,1,7,1.0,3.287001,2020-2025,23173.02344,784.1391517
440,2025,CA,CDF,RIVER,2025-05-11,2025-05-11,9,7,1.0,3.136678,2020-2025,18954.67578,723.8805203
441,2025,CA,CCO,TEMBLOR,2025-10-21,2025-10-21,14,1,1.0,3.049498,2020-2025,18622.40234,836.7428678
442,2025,CA,LRA,MORNING,2025-05-22,2025-05-22,14,1,1.0,3.048534,2020-2025,18603.6875,550.8032485
443,2025,CA,LRA,VINEYARD,2025-08-28,2025-08-28,10,7,1.0,2.947665,2020-2025,18056.95313,707.6653281
444,2025,CA,CDF,5-2,2025-09-02,2025-09-03,1,3,1.0,2.83722,2020-2025,18522.23047,666.4790363
